,BT1160,BT1187,BT749,BT771,BT786,BT830,BT85,BT920,MGH100,MGH101,MGH102,MGH104,MGH105,MGH106,MGH110,MGH113,MGH115,MGH121,MGH122,MGH124,MGH125,MGH128,MGH129,MGH136,MGH143,MGH151,MGH152,MGH66
B Cells,0.316727928964103,0.140867673340735,0.466823954842396,0.3382860385790939,0.367895888864372,0.798604060223773,1.7385920262710302,0.891935076177063,0.27843112209818,0.485000795787128,0.3074793877489379,0.200147854262408,0.0422600932959222,3.1169591018189895e-07,0.202952584232345,0.039734465568412,0.206901650153723,0.327480516870302,0.249956449234536,0.319947785866965,0.444220003399002,0.209401226406851,0.2713769968092,0.556878732869447,0.2271587379553369,0.352230545941726,0.2894207676752319,0.275104363779917
Fibroblasts,0.0465670699485384,4.57854634491718e-06,0.0794243779385008,0.5067772451937371,0.126870481980118,3.6168392505265,0.126452346573183,0.303449721963117,0.133644431023745,0.1945608839380289,0.0951321732436372,0.0855106256939609,0.0617273323254028,0.100381143410791,0.015618302509755,0.0301916558155856,0.1368022388506,0.0460381262998138,0.0394550858406819,0.0053414595651778,0.041454894013216,0.100679164844565,0.0972307345911147,0.0416179829703248,0.0581012859059769,0.0993875243221436,0.135278673112098,0.141979047013073
CD4 T,5.591019669602799,3.0751810936939,8.51389014002627,7.399629847674049,7.0970814668077695,11.5711526626654,28.828786257241003,6.91673537223827,6.36777660536922,9.64996803193208,9.13345602519438,4.84944004845961,6.79176312282552,17.096959903230303,7.1375009851887405,4.69245864778742,5.040596225881241,6.8587386775419805,7.872840083578169,7.6783425302872015,9.822907498924929,5.771281175420151,6.085320985833991,9.468743295232288,4.67253622003693,7.5272990893173,6.7966337628211,5.84389169535363
CD8 T,2.2034169089049898,24.4021060022302,3.4946693325333698,2.68499379236684,2.7003206859297904,3.3942614578100496,10.082903902799,2.39917359625086,2.28749935198139,6.45423361780716,5.6126460557658895,1.70184526204664,4.151153922500209,17.0638190096358,3.13090797133194,3.6632223273715496,2.35482295249611,2.55153797001271,4.15334330070641,2.9336490388898904,4.20964601822602,2.2616228789375,2.38854964165199,3.6481032014679102,1.7948954733869902,3.33855485006524,2.7064987050367897,2.2015450709308904
Endothelial Cells,0.722114425299376,0.503489921569281,0.8481802759034099,1.2349798446303402,0.553734343849822,2.34607388382306,1.13910459662424,1.4197110783780602,1.23498343163379,0.482709196389382,0.294728944572027,1.40408147056789,0.798921281152375,1.02478292602928,0.927851948942154,0.736990344094598,1.9279475172730904,1.46366067566638,0.8937854483480341,0.560657617599281,1.13241657139676,1.58638606226476,1.17802736982387,1.09424289872322,1.44328037480198,2.36632412469444,1.95196197881014,1.6560400158322102
Macrophages,0.0134698328849249,23.178613525398298,0.0129668874486043,0.693176263747112,0.279644602403306,0.0186742533761712,0.0107201756771222,1.05937244790927,0.0255643780918694,4.32343166289717,7.463332482410611,0.0220905740252748,7.1344421237393805,0.58274531034316,0.137173706842073,2.9010363240614905,0.7552540113855171,0.0160129083797787,4.6698117585488,3.2949640332778003,2.2598332890293995,0.0766516734924338,0.0114805944249169,0.0002113491369079,0.0081343686649875,0.00705032068236,0.0056974355980313,0.0137929070128009
NK,2.448715676450109e-09,1.4979628154440505e-06,2.3187468709232004e-08,6.389551255872622e-08,2.043965065746861e-07,5.1242692739485e-06,5.88999733853766e-08,1.8638676618522198e-07,7.568019355618671e-09,3.01924881483564e-07,1.18762405887596e-07,4.916581079881799e-07,2.8707926935921506e-08,1.21764219958932,1.09876724273801e-07,1.17860844908484e-06,1.7841951283930608e-07,2.70005062305978e-08,1.2125372573099694e-07,4.07138252721443e-08,1.1827912509562e-08,3.14734492214882e-07,2.12315892353022e-07,2.5867318741177104e-08,4.83615319509878e-06,4.8898849832967616e-08,1.32709223933615e-08,1.79558468224262e-07
Cancer Cells,91.1066841619466,48.6997357072584,86.58404500812,87.14215690391329,88.8744523257683,78.2543893073058,58.0734406359144,87.0096225206966,89.6721006722338,78.41009550932421,77.0932248123021,91.7368836732861,81.0197320954533,62.91366919606551,88.44799439107629,87.93636505669252,89.57767522554018,88.7365310982285,82.1208077524896,85.20709749379989,82.08952171318279,89.99397750389922,89.968013464549,85.1902025137326,91.7958887030946,86.3091534960779,88.11450866367571,89.86764672051899
T Cells,7.79443657850779,27.4772870959241,12.00855947255964,10.084623640040888,9.79740215273756,14.965414120475453,38.91169016004,9.315908968489133,8.655275957350607,16.104201649739238,14.746102080960268,6.55128531050625,10.94291704532573,34.1607789128661,10.26840895652068,8.35568097515897,7.395419178377348,9.41027664755469,12.02618338428458,10.61199156917709,14.032553517150948,8.032904054357651,8.473870627485981,13.116846496700203,6.46743169342392,10.86585393938254,9.50313246785789,8.045436766284519
Lymphocytes,8.11116450992061,27.61815626722765,12.475383450589506,10.422909742515497,10.16529824599844,15.764023304968491,40.650282245211,10.207844231052956,8.93370708701681,16.58920274745125,15.053581587471614,6.751433656426767,10.985177167329578,35.37842142415133,10.471361650629747,8.395416619335833,7.602321006950586,9.737757191425498,12.27613995477284,10.93193939575788,14.476773532377866,8.242305595498994,8.745247836611071,13.673725255436969,6.694595267532451,11.218084534223118,9.792553248804044,8.320541309622904
