,Monocytes,DC,Fibroblasts,Cancer Cells,CD4 T,NK,CD8 T,cancer_type,algo,reference_dataset,sample_id
0,0.0859944128354918,0.288205653109993,0.277478328559161,0.0035745193006768,0.263982225875269,0.0,0.0807648603194095,READ,MuSiC,scaden_ascites_OV,TCGA-AG-3896-01A
1,0.0159301038881924,0.535148560680471,0.14917030415004,0.0,0.299751031281296,0.0,0.0,READ,MuSiC,scaden_ascites_OV,TCGA-DC-4745-01A
2,0.004989073026997,0.10525516468058,0.201517437134756,0.169245454927522,0.380931023015964,0.0,0.13806184721418,READ,MuSiC,scaden_ascites_OV,TCGA-AH-6903-01A
3,0.110612742044223,0.464794334453171,0.258601268927,0.0,0.0236537971819083,0.0,0.142337857393697,READ,MuSiC,scaden_ascites_OV,TCGA-AG-3599-01A
4,0.0680980204454253,0.20202874952143,0.23383801406559,0.181618370496213,0.277423262090807,0.0,0.0369935833805347,READ,MuSiC,scaden_ascites_OV,TCGA-AG-3581-01A
5,0.292908321034721,0.403494952113343,0.275033535683596,0.0,0.0285631911683402,0.0,0.0,READ,MuSiC,scaden_ascites_OV,TCGA-AG-3881-01A
6,0.078937112546112,0.134203556309485,0.407670538381629,0.0496064224675835,0.0668037010178407,0.0554179997973385,0.207360669480011,READ,MuSiC,scaden_ascites_OV,TCGA-CL-5917-01A
7,0.0372391927761169,0.311411389053836,0.167718329817841,0.0,0.361736440232585,0.0,0.12189464811962,READ,MuSiC,scaden_ascites_OV,TCGA-AG-3902-01A
8,0.147317038959708,0.0502072022748759,0.2979252363566,0.37245507956073,0.0,0.0433647538226922,0.0887306890253936,READ,MuSiC,scaden_ascites_OV,TCGA-CI-6624-01C
9,0.147111735921025,0.0455526611264145,0.329091350668313,0.272776103114239,0.0436891736185996,0.0041431030163623,0.157635872535046,READ,MuSiC,scaden_ascites_OV,TCGA-AF-2692-01A
10,0.075812049167498,0.191047056886672,0.308746078807857,0.0503240608228417,0.211240998143197,0.0,0.162829756171935,READ,MuSiC,scaden_ascites_OV,TCGA-DC-6683-01A
11,0.0,0.237994506074398,0.148121128946001,0.105126723692221,0.48117581705562,0.0,0.0275818242317598,READ,MuSiC,scaden_ascites_OV,TCGA-DC-6682-01A
12,0.21066201919182,0.0,0.771817354514585,0.0,0.0,0.0,0.0175206262935957,READ,MuSiC,scaden_ascites_OV,TCGA-F5-6702-01A
13,0.0176904577578202,0.348562245672824,0.220621854812663,0.0,0.364041619959762,0.0,0.0490838217969303,READ,MuSiC,scaden_ascites_OV,TCGA-AF-4110-01A
14,0.0590367092012608,0.221389573980744,0.286144572290355,0.002713074284213,0.185738330258566,0.0,0.244977739984861,READ,MuSiC,scaden_ascites_OV,TCGA-F5-6861-01A
15,0.0288752889234488,0.105889819378563,0.182273380059053,0.276303263012452,0.224456927401429,0.0,0.182201321225054,READ,MuSiC,scaden_ascites_OV,TCGA-G5-6235-01A
